Date,Period,Shelter,Side,Rep,Type,sREP,Species,Height_mm.raw,LeafWidth_mm.raw,LeafLength_mm.raw,SPAD1.raw,SPAD2.raw,Tillers.raw,Height_mm,LeafWidth_mm,LeafLength_mm,SPAD1,SPAD2,SPAD_mean,Tillers
25/05/2018,Pre,4,West,2,M,b,Fes,15,4.2,100,29.8,30.7,NA,15,4.2,100,29.8,30.7,30.25,NA
25/05/2018,Pre,4,West,2,M,c,Rye,20,3.3,100,38.1,TS,NA,20,3.3,100,38.1,NA,38.1,NA
25/05/2018,Pre,4,West,3,S,a,Fes,30,4.6,125,39.9,35,NA,30,4.6,125,39.9,35,37.45,NA
25/05/2018,Pre,4,West,4,S,a,Fes,30,3.5,110,35.9,30.2,NA,30,3.5,110,35.9,30.2,33.05,NA
25/05/2018,Pre,4,West,5,S,a,Pha,30,5.9,110,34.4,40.7,NA,30,5.9,110,34.4,40.7,37.55,NA
25/05/2018,Pre,4,West,6,S,a,Rye,30,3.4,130,38,TS,NA,30,3.4,130,38,NA,38,NA
25/05/2018,Pre,4,West,7,M,a,Pha,15,6.7,70,29.3,30,NA,15,6.7,70,29.3,30,29.65,NA
25/05/2018,Pre,4,West,7,M,b,Fes,30,6.3,200,34.9,39.9,NA,30,6.3,200,34.9,39.9,37.4,NA
25/05/2018,Pre,4,West,7,M,c,Rye,30,3.8,140,38.8,42.8,NA,30,3.8,140,38.8,42.8,40.8,NA
25/05/2018,Pre,4,West,8,S,a,Rye,30,3.2,155,39.7,36.9,NA,30,3.2,155,39.7,36.9,38.3,NA
25/05/2018,Pre,4,West,9,S,a,Pha,20,8.7,115,38.2,36,NA,20,8.7,115,38.2,36,37.1,NA
25/05/2018,Pre,4,West,10,S,a,Pha,15,4.4,55,33.5,TS,NA,15,4.4,55,33.5,NA,33.5,NA
25/05/2018,Pre,4,West,11,S,a,Pha,25,7.6,100,37.1,40.1,NA,25,7.6,100,37.1,40.1,38.6,NA
25/05/2018,Pre,4,West,12,M,a,Rye,40,3.6,170,41.1,37.8,NA,40,3.6,170,41.1,37.8,39.45,NA
25/05/2018,Pre,4,West,12,M,b,Pha,20,6.7,110,35.5,33.4,NA,20,6.7,110,35.5,33.4,34.45,NA
25/05/2018,Pre,4,West,12,M,c,Fes,25,6.5,135,45.3,34.4,NA,25,6.5,135,45.3,34.4,39.85,NA
25/05/2018,Pre,4,West,13,S,a,Rye,60,4.8,210,38.7,43,NA,60,4.8,210,38.7,43,40.85,NA
25/05/2018,Pre,4,West,14,M,a,Fes,30,5.1,145,38.6,45.7,NA,30,5.1,145,38.6,45.7,42.15,NA
25/05/2018,Pre,4,West,14,M,b,Pha,10,1.4,60,TS,NA,NA,10,1.4,60,NA,NA,NA,NA
25/05/2018,Pre,4,West,14,M,c,Rye,20,3.1,110,38.5,37.9,NA,20,3.1,110,38.5,37.9,38.2,NA
25/05/2018,Pre,4,West,15,S,a,Fes,25,3.9,90,32.2,31.4,NA,25,3.9,90,32.2,31.4,31.8,NA
25/05/2018,Pre,4,West,16,S,a,Fes,30,6,145,35.6,35.7,NA,30,6,145,35.6,35.7,35.65,NA
25/05/2018,Pre,5,East,1,S,a,Pha,1,2.8,50,TS,NA,NA,1,2.8,50,NA,NA,NA,NA
25/05/2018,Pre,5,East,2,S,a,Fes,30,4.6,130,43.6,40.1,NA,30,4.6,130,43.6,40.1,41.85,NA
25/05/2018,Pre,5,East,3,S,a,Rye,20,3.8,125,38.6,30.9,NA,20,3.8,125,38.6,30.9,34.75,NA
25/05/2018,Pre,5,East,4,S,a,Rye,30,3.7,120,31.5,27.6,NA,30,3.7,120,31.5,27.6,29.55,NA
25/05/2018,Pre,5,East,5,S,a,Fes,20,3.2,105,38.4,TS,NA,20,3.2,105,38.4,NA,38.4,NA
25/05/2018,Pre,5,East,6,M,a,Fes,5,2.5,90,TS,NA,NA,5,2.5,90,NA,NA,NA,NA
25/05/2018,Pre,5,East,6,M,b,Pha,10,4.7,60,32,TS,NA,10,4.7,60,32,NA,32,NA
25/05/2018,Pre,5,East,6,M,c,Rye,10,2.3,30,TS,NA,NA,10,2.3,30,NA,NA,NA,NA
25/05/2018,Pre,5,East,7,S,a,Pha,10,3.1,55,TS,NA,NA,10,3.1,55,NA,NA,NA,NA
25/05/2018,Pre,5,East,8,S,a,Rye,10,2.5,90,36,35.8,NA,10,2.5,90,36,35.8,35.9,NA
25/05/2018,Pre,5,East,9,S,a,Pha,10,5.1,75,22.9,33,NA,10,5.1,75,22.9,33,27.95,NA
25/05/2018,Pre,5,East,10,M,a,Rye,30,3.8,165,38.4,41.4,NA,30,3.8,165,38.4,41.4,39.9,NA
25/05/2018,Pre,5,East,10,M,b,Fes,1,0.9,25,TS,NA,NA,1,0.9,25,NA,NA,NA,NA
25/05/2018,Pre,5,East,10,M,c,Pha,1,3.3,30,TS,NA,NA,1,3.3,30,NA,NA,NA,NA
25/05/2018,Pre,5,East,11,S,a,Pha,dead,dead,dead,dead,dead,NA,NA,NA,NA,NA,NA,NA,NA
25/05/2018,Pre,5,East,12,M,a,Fes,15,3.2,100,29.7,TS,NA,15,3.2,100,29.7,NA,29.7,NA
25/05/2018,Pre,5,East,12,M,b,Pha,10,4.7,45,34.1,TS,NA,10,4.7,45,34.1,NA,34.1,NA
25/05/2018,Pre,5,East,12,M,c,Rye,35,3.1,160,39.6,TS,NA,35,3.1,160,39.6,NA,39.6,NA
25/05/2018,Pre,5,East,13,S,a,Fes,5,0.9,30,TS,NA,NA,5,0.9,30,NA,NA,NA,NA
25/05/2018,Pre,5,East,14,S,a,Fes,15,2.4,80,TS,NA,NA,15,2.4,80,NA,NA,NA,NA
25/05/2018,Pre,5,East,15,M,a,Rye,20,2.9,115,41.4,41.8,NA,20,2.9,115,41.4,41.8,41.6,NA
25/05/2018,Pre,5,East,15,M,b,Fes,5,2.8,30,TS,NA,NA,5,2.8,30,NA,NA,NA,NA
25/05/2018,Pre,5,East,15,M,c,Pha,5,6,45,29.5,38.4,NA,5,6,45,29.5,38.4,33.95,NA
25/05/2018,Pre,5,East,16,S,a,Rye,15,2.4,80,TS,NA,NA,15,2.4,80,NA,NA,NA,NA
25/05/2018,Pre,5,West,1,S,a,Fes,30,4.8,150,41.5,32.9,NA,30,4.8,150,41.5,32.9,37.2,NA
25/05/2018,Pre,5,West,2,S,a,Rye,40,3.8,170,39.3,46.3,NA,40,3.8,170,39.3,46.3,42.8,NA
25/05/2018,Pre,5,West,3,S,a,Rye,25,3.5,150,41.5,32.5,NA,25,3.5,150,41.5,32.5,37,NA
25/05/2018,Pre,5,West,4,M,a,Pha,30,6.7,130,40.5,31.7,NA,30,6.7,130,40.5,31.7,36.1,NA
25/05/2018,Pre,5,West,4,M,b,Fes,25,2.4,65,27.8,27.8,NA,25,2.4,65,27.8,27.8,27.8,NA
25/05/2018,Pre,5,West,4,M,c,Rye,25,2.9,120,39.2,TS,NA,25,2.9,120,39.2,NA,39.2,NA
25/05/2018,Pre,5,West,5,S,a,Pha,5,2.2,55,TS,NA,NA,5,2.2,55,NA,NA,NA,NA
25/05/2018,Pre,5,West,6,S,a,Fes,10,3.2,90,27,TS,NA,10,3.2,90,27,NA,27,NA
25/05/2018,Pre,5,West,7,S,a,Pha,25,5.2,75,37.7,21.7,NA,25,5.2,75,37.7,21.7,29.7,NA
25/05/2018,Pre,5,West,8,M,a,Pha,20,6.8,120,36.7,41.7,NA,20,6.8,120,36.7,41.7,39.2,NA
25/05/2018,Pre,5,West,8,M,b,Fes,20,4.5,130,31.3,29,NA,20,4.5,130,31.3,29,30.15,NA
25/05/2018,Pre,5,West,8,M,c,Rye,25,3.4,120,43.5,TS,NA,25,3.4,120,43.5,NA,43.5,NA
25/05/2018,Pre,5,West,9,S,a,Fes,30,6.6,160,40.2,39.2,NA,30,6.6,160,40.2,39.2,39.7,NA
25/05/2018,Pre,5,West,10,M,a,Pha,15,4.2,60,28.7,29.7,NA,15,4.2,60,28.7,29.7,29.2,NA
25/05/2018,Pre,5,West,10,M,b,Rye,35,3.8,150,42.3,51.3,NA,35,3.8,150,42.3,51.3,46.8,NA
25/05/2018,Pre,5,West,10,M,c,Fes,25,4.6,135,39,39.6,NA,25,4.6,135,39,39.6,39.3,NA
25/05/2018,Pre,5,West,11,S,a,Pha,10,6.9,105,42.2,38.1,NA,10,6.9,105,42.2,38.1,40.15,NA
25/05/2018,Pre,5,West,12,S,a,Pha,15,3.9,65,26.9,33,NA,15,3.9,65,26.9,33,29.95,NA
25/05/2018,Pre,5,West,13,S,a,Rye,25,4,165,44.3,43,NA,25,4,165,44.3,43,43.65,NA
25/05/2018,Pre,5,West,14,S,a,Fes,15,2,85,TS,NA,NA,15,2,85,NA,NA,NA,NA
25/05/2018,Pre,5,West,15,M,a,Pha,15,7.1,85,33.8,26.3,NA,15,7.1,85,33.8,26.3,30.05,NA
25/05/2018,Pre,5,West,15,M,b,Fes,10,2,75,TS,NA,NA,10,2,75,NA,NA,NA,NA
25/05/2018,Pre,5,West,15,M,c,Rye,30,4.2,145,37.7,40.5,NA,30,4.2,145,37.7,40.5,39.1,NA
25/05/2018,Pre,5,West,16,S,a,Rye,20,2.1,90,TS,NA,NA,20,2.1,90,NA,NA,NA,NA
25/05/2018,Pre,6,East,1,M,a,Rye,30,4.2,130,41.5,42.4,NA,30,4.2,130,41.5,42.4,41.95,NA
25/05/2018,Pre,6,East,1,M,b,Fes,30,5.2,185,42.4,35.4,NA,30,5.2,185,42.4,35.4,38.9,NA
25/05/2018,Pre,6,East,1,M,c,Pha,10,4.2,55,TS,NA,NA,10,4.2,55,NA,NA,NA,NA
25/05/2018,Pre,6,East,2,S,a,Fes,15,2.9,130,33.6,26.8,NA,15,2.9,130,33.6,26.8,30.2,NA
25/05/2018,Pre,6,East,3,S,a,Rye,20,2.3,115,36.1,38.3,NA,20,2.3,115,36.1,38.3,37.2,NA
25/05/2018,Pre,6,East,4,S,a,Rye,25,3,155,40.9,35.9,NA,25,3,155,40.9,35.9,38.4,NA
25/05/2018,Pre,6,East,5,M,a,Fes,25,4.7,140,35.3,34.5,NA,25,4.7,140,35.3,34.5,34.9,NA
25/05/2018,Pre,6,East,5,M,b,Rye,10,0.5,75,TS,NA,NA,10,0.5,75,NA,NA,NA,NA
25/05/2018,Pre,6,East,5,M,c,Pha,15,4.8,85,31.8,26.9,NA,15,4.8,85,31.8,26.9,29.35,NA
25/05/2018,Pre,6,East,6,S,a,Fes,25,5.6,155,35.8,38.8,NA,25,5.6,155,35.8,38.8,37.3,NA
25/05/2018,Pre,6,East,7,S,a,Pha,15,6.7,75,37.3,30.5,NA,15,6.7,75,37.3,30.5,33.9,NA
25/05/2018,Pre,6,East,8,S,a,Rye,15,0.7,65,TS,NA,NA,15,0.7,65,NA,NA,NA,NA
25/05/2018,Pre,6,East,9,S,a,Rye,20,1.3,85,TS,NA,NA,20,1.3,85,NA,NA,NA,NA
25/05/2018,Pre,6,East,10,S,a,Pha,5,2.9,50,24.2,TS,NA,5,2.9,50,24.2,NA,24.2,NA
25/05/2018,Pre,6,East,11,M,a,Fes,10,2.4,65,TS,NA,NA,10,2.4,65,NA,NA,NA,NA
25/05/2018,Pre,6,East,11,M,b,Rye,15,1.2,80,TS,NA,NA,15,1.2,80,NA,NA,NA,NA
25/05/2018,Pre,6,East,11,M,c,Pha,20,4.8,70,42.9,TS,NA,20,4.8,70,42.9,NA,42.9,NA
25/05/2018,Pre,6,East,12,S,a,Pha,20,6.1,95,29.4,24.6,NA,20,6.1,95,29.4,24.6,27,NA
25/05/2018,Pre,6,East,13,S,a,Fes,15,1.1,80,TS,NA,NA,15,1.1,80,NA,NA,NA,NA
25/05/2018,Pre,6,East,14,S,a,Pha,15,5.2,65,35.3,26.4,NA,15,5.2,65,35.3,26.4,30.85,NA
25/05/2018,Pre,6,East,15,M,a,Rye,20,2,135,41.1,39.7,NA,20,2,135,41.1,39.7,40.4,NA
25/05/2018,Pre,6,East,15,M,b,Pha,1,1.8,45,TS,NA,NA,1,1.8,45,NA,NA,NA,NA
25/05/2018,Pre,6,East,15,M,c,Fes,10,1.3,65,TS,NA,NA,10,1.3,65,NA,NA,NA,NA
25/05/2018,Pre,6,East,16,S,a,Fes,10,3.4,90,26.6,28.3,NA,10,3.4,90,26.6,28.3,27.45,NA
25/05/2018,Pre,6,West,1,S,a,Fes,25,5.8,160,39.8,40.8,NA,25,5.8,160,39.8,40.8,40.3,NA
25/05/2018,Pre,6,West,2,S,a,Pha,20,8.8,145,31.4,37.2,NA,20,8.8,145,31.4,37.2,34.3,NA
25/05/2018,Pre,6,West,3,M,a,Fes,20,4.6,150,29.9,38,NA,20,4.6,150,29.9,38,33.95,NA
25/05/2018,Pre,6,West,3,M,b,Pha,15,4.7,65,20.6,TS,NA,15,4.7,65,20.6,NA,20.6,NA
25/05/2018,Pre,6,West,3,M,c,Rye,10,2.7,120,39.7,37.9,NA,10,2.7,120,39.7,37.9,38.8,NA
25/05/2018,Pre,6,West,4,S,a,Rye,20,3.3,120,35.6,30.6,NA,20,3.3,120,35.6,30.6,33.1,NA
25/05/2018,Pre,6,West,5,M,a,Pha,40,10.7,205,29.9,38.6,NA,40,10.7,205,29.9,38.6,34.25,NA
25/05/2018,Pre,6,West,5,M,b,Fes,10,0.8,65,TS,NA,NA,10,0.8,65,NA,NA,NA,NA
25/05/2018,Pre,6,West,5,M,c,Rye,20,4,145,42.4,40.6,NA,20,4,145,42.4,40.6,41.5,NA
25/05/2018,Pre,6,West,6,S,a,Pha,15,5.2,85,47.7,31.2,NA,15,5.2,85,47.7,31.2,39.45,NA
25/05/2018,Pre,6,West,7,S,a,Rye,15,2.9,130,38,38.2,NA,15,2.9,130,38,38.2,38.1,NA
25/05/2018,Pre,6,West,8,S,a,Fes,20,4.9,115,34.1,33.6,NA,20,4.9,115,34.1,33.6,33.85,NA
25/05/2018,Pre,6,West,9,S,a,Rye,30,2.9,130,38,38.2,NA,30,2.9,130,38,38.2,38.1,NA
25/05/2018,Pre,6,West,10,M,a,Fes,20,3.5,90,36.3,TS,NA,20,3.5,90,36.3,NA,36.3,NA
25/05/2018,Pre,6,West,10,M,b,Rye,20,2.9,90,TS,NA,NA,20,2.9,90,NA,NA,NA,NA
25/05/2018,Pre,6,West,10,M,c,Pha,5,2.6,35,TS,NA,NA,5,2.6,35,NA,NA,NA,NA
25/05/2018,Pre,6,West,11,S,a,Fes,25,3.6,150,32.7,28.7,NA,25,3.6,150,32.7,28.7,30.7,NA
25/05/2018,Pre,6,West,12,S,a,Pha,10,5.7,60,33.5,38.3,NA,10,5.7,60,33.5,38.3,35.9,NA
25/05/2018,Pre,6,West,13,S,a,Pha,25,7.1,100,29.2,24.5,NA,25,7.1,100,29.2,24.5,26.85,NA
25/05/2018,Pre,6,West,14,M,a,Rye,35,4.1,160,45.1,41.5,NA,35,4.1,160,45.1,41.5,43.3,NA
25/05/2018,Pre,6,West,14,M,b,Pha,35,9,175,47.2,42.4,NA,35,9,175,47.2,42.4,44.8,NA
25/05/2018,Pre,6,West,14,M,c,Fes,65,10,330,32.3,37.4,NA,65,10,330,32.3,37.4,34.85,NA
25/05/2018,Pre,6,West,15,S,a,Fes,30,5.4,130,35,33,NA,30,5.4,130,35,33,34,NA
25/05/2018,Pre,6,West,16,S,a,Rye,25,4.2,150,41,37.9,NA,25,4.2,150,41,37.9,39.45,NA
30/05/2018,Pre,1,East,1,S,a,Pha,dead,dead,dead,dead,dead,NA,NA,NA,NA,NA,NA,NA,NA
30/05/2018,Pre,1,East,2,S,a,Rye,40,3.6,240,41.5,42.8,NA,40,3.6,240,41.5,42.8,42.15,NA
30/05/2018,Pre,1,East,3,S,a,Rye,45,4.3,200,33.9,38.8,NA,45,4.3,200,33.9,38.8,36.35,NA
30/05/2018,Pre,1,East,4,S,a,Pha,45,9.3,210,44.8,38.7,NA,45,9.3,210,44.8,38.7,41.75,NA
30/05/2018,Pre,1,East,5,M,a,Pha,40,8.1,170,40.6,42.8,NA,40,8.1,170,40.6,42.8,41.7,NA
30/05/2018,Pre,1,East,5,M,b,Fes,40,6.9,220,31.4,38.6,NA,40,6.9,220,31.4,38.6,35,NA
30/05/2018,Pre,1,East,5,M,c,Rye,30,3.7,145,28.8,35.7,NA,30,3.7,145,28.8,35.7,32.25,NA
30/05/2018,Pre,1,East,6,S,a,Rye,40,4.1,175,35.8,43.8,NA,40,4.1,175,35.8,43.8,39.8,NA
30/05/2018,Pre,1,East,7,S,a,Fes,30,5.1,135,28.3,38.8,NA,30,5.1,135,28.3,38.8,33.55,NA
30/05/2018,Pre,1,East,8,S,a,Fes,20,3.9,125,37.5,41.1,NA,20,3.9,125,37.5,41.1,39.3,NA
30/05/2018,Pre,1,East,9,S,a,Rye,30,3.6,195,39.9,40.8,NA,30,3.6,195,39.9,40.8,40.35,NA
30/05/2018,Pre,1,East,10,M,a,Pha,15,4.8,50,TS,NA,NA,15,4.8,50,NA,NA,NA,NA
30/05/2018,Pre,1,East,10,M,b,Rye,40,4,195,40.4,32.6,NA,40,4,195,40.4,32.6,36.5,NA
30/05/2018,Pre,1,East,10,M,c,Fes,25,3.6,115,28.6,TS,NA,25,3.6,115,28.6,NA,28.6,NA
30/05/2018,Pre,1,East,11,S,a,Pha,70,10.5,295,43.7,35,NA,70,10.5,295,43.7,35,39.35,NA
30/05/2018,Pre,1,East,12,M,a,Fes,40,4.8,175,38.7,35,NA,40,4.8,175,38.7,35,36.85,NA
30/05/2018,Pre,1,East,12,M,b,Rye,20,2.9,130,35.9,30.4,NA,20,2.9,130,35.9,30.4,33.15,NA
30/05/2018,Pre,1,East,12,M,c,Pha,15,4.4,45,22.3,TS,NA,15,4.4,45,22.3,NA,22.3,NA
30/05/2018,Pre,1,East,13,S,a,Pha,25,6.4,115,31.2,25.9,NA,25,6.4,115,31.2,25.9,28.55,NA
30/05/2018,Pre,1,East,14,S,a,Fes,25,4.4,135,41.7,38.4,NA,25,4.4,135,41.7,38.4,40.05,NA
30/05/2018,Pre,1,East,15,S,a,Fes,25,4.5,115,32.1,31.2,NA,25,4.5,115,32.1,31.2,31.65,NA
30/05/2018,Pre,1,East,16,M,a,Fes,35,5.3,175,31.9,35.5,NA,35,5.3,175,31.9,35.5,33.7,NA
30/05/2018,Pre,1,East,16,M,b,Rye,30,2.5,150,28.8,TS,NA,30,2.5,150,28.8,NA,28.8,NA
30/05/2018,Pre,1,East,16,M,c,Pha,20,5.2,80,38.9,20.9,NA,20,5.2,80,38.9,20.9,29.9,NA
30/05/2018,Pre,1,West,1,S,a,Pha,30,8.2,145,30.5,27,NA,30,8.2,145,30.5,27,28.75,NA
30/05/2018,Pre,1,West,2,M,a,Rye,35,2.5,105,40.9,32.7,NA,35,2.5,105,40.9,32.7,36.8,NA
30/05/2018,Pre,1,West,2,M,b,Pha,30,6.8,145,24.8,23.1,NA,30,6.8,145,24.8,23.1,23.95,NA
30/05/2018,Pre,1,West,2,M,c,Fes,55,7.5,285,40.2,43.6,NA,55,7.5,285,40.2,43.6,41.9,NA
30/05/2018,Pre,1,West,3,S,a,Pha,25,7.1,95,32.1,27.4,NA,25,7.1,95,32.1,27.4,29.75,NA
30/05/2018,Pre,1,West,4,S,a,Rye,25,2.9,100,32,39.7,NA,25,2.9,100,32,39.7,35.85,NA
30/05/2018,Pre,1,West,5,S,a,Pha,35,7,115,26.7,19.8,NA,35,7,115,26.7,19.8,23.25,NA
30/05/2018,Pre,1,West,6,S,a,Fes,40,4.8,140,33.8,28.8,NA,40,4.8,140,33.8,28.8,31.3,NA
30/05/2018,Pre,1,West,7,M,a,Fes,40,5.5,175,37.6,37.1,NA,40,5.5,175,37.6,37.1,37.35,NA
30/05/2018,Pre,1,West,7,M,b,Pha,20,5.1,75,26.6,22.9,NA,20,5.1,75,26.6,22.9,24.75,NA
30/05/2018,Pre,1,West,7,M,c,Rye,35,2.4,160,41.2,35.7,NA,35,2.4,160,41.2,35.7,38.45,NA
30/05/2018,Pre,1,West,8,S,a,Rye,30,3.6,200,40.9,44.7,NA,30,3.6,200,40.9,44.7,42.8,NA
30/05/2018,Pre,1,West,9,S,a,Rye,35,3.7,180,40.8,40.8,NA,35,3.7,180,40.8,40.8,40.8,NA
30/05/2018,Pre,1,West,10,S,a,Fes,40,4.8,155,35.3,30.4,NA,40,4.8,155,35.3,30.4,32.85,NA
30/05/2018,Pre,1,West,11,M,a,Fes,35,5.4,160,32.7,37.3,NA,35,5.4,160,32.7,37.3,35,NA
30/05/2018,Pre,1,West,11,M,b,Rye,35,4,160,33.3,33.6,NA,35,4,160,33.3,33.6,33.45,NA
30/05/2018,Pre,1,West,11,M,c,Pha,20,9,140,29.8,32.8,NA,20,9,140,29.8,32.8,31.3,NA
30/05/2018,Pre,1,West,12,S,a,Fes,45,7.3,215,41.5,33.7,NA,45,7.3,215,41.5,33.7,37.6,NA
30/05/2018,Pre,1,West,13,S,a,Rye,40,4.8,240,37.3,39.7,NA,40,4.8,240,37.3,39.7,38.5,NA
30/05/2018,Pre,1,West,14,M,a,Pha,20,7.6,165,22.7,25.7,NA,20,7.6,165,22.7,25.7,24.2,NA
30/05/2018,Pre,1,West,14,M,b,Rye,30,2.7,165,36.6,55,NA,30,2.7,165,36.6,55,45.8,NA
30/05/2018,Pre,1,West,14,M,c,Fes,45,6.3,190,33.1,32.6,NA,45,6.3,190,33.1,32.6,32.85,NA
30/05/2018,Pre,1,West,15,S,a,Pha,20,7,90,25.3,22.4,NA,20,7,90,25.3,22.4,23.85,NA
30/05/2018,Pre,1,West,16,S,a,Fes,40,5.2,170,35.8,37.8,NA,40,5.2,170,35.8,37.8,36.8,NA
30/05/2018,Pre,2,East,1,S,a,Rye,25,3.4,135,36.6,37.2,NA,25,3.4,135,36.6,37.2,36.9,NA
30/05/2018,Pre,2,East,2,S,a,Fes,20,1.7,90,TS,NA,NA,20,1.7,90,NA,NA,NA,NA
30/05/2018,Pre,2,East,3,M,a,Fes,40,6,195,39,41.9,NA,40,6,195,39,41.9,40.45,NA
30/05/2018,Pre,2,East,3,M,b,Rye,40,3.3,180,41.9,44.7,NA,40,3.3,180,41.9,44.7,43.3,NA
30/05/2018,Pre,2,East,3,M,c,Pha,20,5.6,80,44.5,42.6,NA,20,5.6,80,44.5,42.6,43.55,NA
30/05/2018,Pre,2,East,4,S,a,Fes,50,6.9,220,42,43.7,NA,50,6.9,220,42,43.7,42.85,NA
30/05/2018,Pre,2,East,5,S,a,Fes,40,6.9,180,53,48.8,NA,40,6.9,180,53,48.8,50.9,NA
30/05/2018,Pre,2,East,6,S,a,Fes,20,3.2,120,29.5,26.9,NA,20,3.2,120,29.5,26.9,28.2,NA
30/05/2018,Pre,2,East,7,S,a,Rye,10,2.6,100,TS,NA,NA,10,2.6,100,NA,NA,NA,NA
