Date,Period,Shelter,Side,Rep,Type,sREP,Species,Height_mm.raw,LeafWidth_mm.raw,LeafLength_mm.raw,SPAD1.raw,SPAD2.raw,Tillers.raw,Height_mm,LeafWidth_mm,LeafLength_mm,SPAD1,SPAD2,SPAD_mean,Tillers
30/05/2018,Pre,5,West,10,M,a,Pha,15,5.9,60,23.8,27.9,NA,15,5.9,60,23.8,27.9,25.85,NA
30/05/2018,Pre,5,West,10,M,b,Rye,45,3.6,155,53.7,52.2,NA,45,3.6,155,53.7,52.2,52.95,NA
30/05/2018,Pre,5,West,10,M,c,Fes,30,5.1,140,36.7,30.5,NA,30,5.1,140,36.7,30.5,33.6,NA
30/05/2018,Pre,5,West,11,S,a,Pha,15,7.7,100,24.9,39.2,NA,15,7.7,100,24.9,39.2,32.05,NA
30/05/2018,Pre,5,West,12,S,a,Pha,15,5.5,75,37.1,27.5,NA,15,5.5,75,37.1,27.5,32.3,NA
30/05/2018,Pre,5,West,13,S,a,Rye,35,4.4,150,43.4,47.6,NA,35,4.4,150,43.4,47.6,45.5,NA
30/05/2018,Pre,5,West,14,S,a,Fes,20,3.1,60,37.7,TS,NA,20,3.1,60,37.7,NA,37.7,NA
30/05/2018,Pre,5,West,15,M,a,Pha,25,7,95,33.9,24,NA,25,7,95,33.9,24,28.95,NA
30/05/2018,Pre,5,West,15,M,b,Fes,15,2.3,65,TS,NA,NA,15,2.3,65,NA,NA,NA,NA
30/05/2018,Pre,5,West,15,M,c,Rye,35,3.7,150,46.8,31.8,NA,35,3.7,150,46.8,31.8,39.3,NA
30/05/2018,Pre,5,West,16,S,a,Rye,20,3,90,39.4,TS,NA,20,3,90,39.4,NA,39.4,NA
30/05/2018,Pre,6,East,1,M,a,Rye,25,4.1,145,34.6,45.4,NA,25,4.1,145,34.6,45.4,40,NA
30/05/2018,Pre,6,East,1,M,b,Fes,40,6.3,175,43.9,42.3,NA,40,6.3,175,43.9,42.3,43.1,NA
30/05/2018,Pre,6,East,1,M,c,Pha,10,4.2,35,38.2,TS,NA,10,4.2,35,38.2,NA,38.2,NA
30/05/2018,Pre,6,East,2,S,a,Fes,20,4,90,34.7,41.5,NA,20,4,90,34.7,41.5,38.1,NA
30/05/2018,Pre,6,East,3,S,a,Rye,20,3.3,125,35.1,40.6,NA,20,3.3,125,35.1,40.6,37.85,NA
30/05/2018,Pre,6,East,4,S,a,Rye,35,3.3,140,37.6,32.2,NA,35,3.3,140,37.6,32.2,34.9,NA
30/05/2018,Pre,6,East,5,M,a,Fes,20,5.5,165,32.1,37.9,NA,20,5.5,165,32.1,37.9,35,NA
30/05/2018,Pre,6,East,5,M,b,Rye,15,2.1,85,TS,NA,NA,15,2.1,85,NA,NA,NA,NA
30/05/2018,Pre,6,East,5,M,c,Pha,20,6.4,95,35.4,37.5,NA,20,6.4,95,35.4,37.5,36.45,NA
30/05/2018,Pre,6,East,6,S,a,Fes,20,6.1,165,38.3,33.2,NA,20,6.1,165,38.3,33.2,35.75,NA
30/05/2018,Pre,6,East,7,S,a,Pha,15,7.1,85,44,37.7,NA,15,7.1,85,44,37.7,40.85,NA
30/05/2018,Pre,6,East,8,S,a,Rye,10,0.6,65,TS,NA,NA,10,0.6,65,NA,NA,NA,NA
30/05/2018,Pre,6,East,9,S,a,Rye,15,2.5,90,42,TS,NA,15,2.5,90,42,NA,42,NA
30/05/2018,Pre,6,East,10,S,a,Pha,10,4.3,45,TS,NA,NA,10,4.3,45,NA,NA,NA,NA
30/05/2018,Pre,6,East,11,M,a,Fes,15,2.4,75,TS,NA,NA,15,2.4,75,NA,NA,NA,NA
30/05/2018,Pre,6,East,11,M,b,Rye,15,1.4,80,37.1,TS,NA,15,1.4,80,37.1,NA,37.1,NA
30/05/2018,Pre,6,East,11,M,c,Pha,20,3.6,70,45.5,46.3,NA,20,3.6,70,45.5,46.3,45.9,NA
30/05/2018,Pre,6,East,12,S,a,Pha,20,8,100,34.2,34.9,NA,20,8,100,34.2,34.9,34.55,NA
30/05/2018,Pre,6,East,13,S,a,Fes,10,3.6,80,TS,NA,NA,10,3.6,80,NA,NA,NA,NA
30/05/2018,Pre,6,East,14,S,a,Pha,15,6.7,75,32.1,25.4,NA,15,6.7,75,32.1,25.4,28.75,NA
30/05/2018,Pre,6,East,15,M,a,Rye,20,1.6,135,41.2,47.2,NA,20,1.6,135,41.2,47.2,44.2,NA
30/05/2018,Pre,6,East,15,M,b,Pha,5,2.3,35,TS,NA,NA,5,2.3,35,NA,NA,NA,NA
30/05/2018,Pre,6,East,15,M,c,Fes,10,0.8,50,TS,NA,NA,10,0.8,50,NA,NA,NA,NA
30/05/2018,Pre,6,East,16,S,a,Fes,15,4.1,100,27.2,TS,NA,15,4.1,100,27.2,NA,27.2,NA
30/05/2018,Pre,6,West,1,S,a,Fes,20,5.1,155,42,43.2,NA,20,5.1,155,42,43.2,42.6,NA
30/05/2018,Pre,6,West,2,S,a,Pha,20,9,140,34.6,34.3,NA,20,9,140,34.6,34.3,34.45,NA
30/05/2018,Pre,6,West,3,M,a,Fes,30,4.3,150,28.8,33.1,NA,30,4.3,150,28.8,33.1,30.95,NA
30/05/2018,Pre,6,West,3,M,b,Pha,15,6.3,70,32.8,29.9,NA,15,6.3,70,32.8,29.9,31.35,NA
30/05/2018,Pre,6,West,3,M,c,Rye,25,3.7,130,44.2,41.4,NA,25,3.7,130,44.2,41.4,42.8,NA
30/05/2018,Pre,6,West,4,S,a,Rye,15,3.4,135,37.4,38.9,NA,15,3.4,135,37.4,38.9,38.15,NA
30/05/2018,Pre,6,West,5,M,a,Pha,40,10.7,200,35.2,38.5,NA,40,10.7,200,35.2,38.5,36.85,NA
30/05/2018,Pre,6,West,5,M,b,Fes,15,2.8,95,TS,NA,NA,15,2.8,95,NA,NA,NA,NA
30/05/2018,Pre,6,West,5,M,c,Rye,20,4.1,150,47.5,37.6,NA,20,4.1,150,47.5,37.6,42.55,NA
30/05/2018,Pre,6,West,6,S,a,Pha,20,6.8,100,28.8,32.4,NA,20,6.8,100,28.8,32.4,30.6,NA
30/05/2018,Pre,6,West,7,S,a,Rye,15,2.8,120,28,TS,NA,15,2.8,120,28,NA,28,NA
30/05/2018,Pre,6,West,8,S,a,Fes,20,4.1,150,47.5,37.6,NA,20,4.1,150,47.5,37.6,42.55,NA
30/05/2018,Pre,6,West,9,S,a,Rye,20,3.4,125,40.2,35.3,NA,20,3.4,125,40.2,35.3,37.75,NA
30/05/2018,Pre,6,West,10,M,a,Fes,15,4.1,90,31.5,28.5,NA,15,4.1,90,31.5,28.5,30,NA
30/05/2018,Pre,6,West,10,M,b,Rye,20,2.7,85,40.4,43.3,NA,20,2.7,85,40.4,43.3,41.85,NA
30/05/2018,Pre,6,West,10,M,c,Pha,5,2.8,40,TS,NA,NA,5,2.8,40,NA,NA,NA,NA
30/05/2018,Pre,6,West,11,S,a,Fes,25,6,145,31.3,34.4,NA,25,6,145,31.3,34.4,32.85,NA
30/05/2018,Pre,6,West,12,S,a,Pha,10,6.3,60,29.5,28.9,NA,10,6.3,60,29.5,28.9,29.2,NA
30/05/2018,Pre,6,West,13,S,a,Pha,25,8.1,125,34.2,33.9,NA,25,8.1,125,34.2,33.9,34.05,NA
30/05/2018,Pre,6,West,14,M,a,Rye,40,4.1,180,44.8,44.7,NA,40,4.1,180,44.8,44.7,44.75,NA
30/05/2018,Pre,6,West,14,M,b,Pha,30,9.3,135,36.9,41.9,NA,30,9.3,135,36.9,41.9,39.4,NA
30/05/2018,Pre,6,West,14,M,c,Fes,55,8.2,290,40.6,47.2,NA,55,8.2,290,40.6,47.2,43.9,NA
30/05/2018,Pre,6,West,15,S,a,Fes,30,5,140,37,30.4,NA,30,5,140,37,30.4,33.7,NA
30/05/2018,Pre,6,West,16,S,a,Rye,25,4.5,160,34,32.2,NA,25,4.5,160,34,32.2,33.1,NA
20/06/2018,Treatment,1,East,1,S,a,Pha,dead,dead,dead,dead,dead,dead,NA,NA,NA,NA,NA,NA,NA
20/06/2018,Treatment,1,East,2,S,a,Rye,50,NA,NA,37.7,40.2,19,50,NA,NA,37.7,40.2,19,NA
20/06/2018,Treatment,1,East,3,S,a,Rye,45,NA,NA,42.4,31.1,14,45,NA,NA,42.4,31.1,14,NA
20/06/2018,Treatment,1,East,4,S,a,Pha,90,NA,NA,34.5,36.2,12,90,NA,NA,34.5,36.2,12,NA
20/06/2018,Treatment,1,East,5,M,a,Pha,40,NA,NA,29.7,33.5,9,40,NA,NA,29.7,33.5,9,NA
20/06/2018,Treatment,1,East,5,M,b,Fes,50,NA,NA,36.9,35.7,12,50,NA,NA,36.9,35.7,12,NA
20/06/2018,Treatment,1,East,5,M,c,Rye,40,NA,NA,36.2,38.9,19,40,NA,NA,36.2,38.9,19,NA
20/06/2018,Treatment,1,East,6,S,a,Rye,70,NA,NA,38.6,46.1,16,70,NA,NA,38.6,46.1,16,NA
20/06/2018,Treatment,1,East,7,S,a,Fes,45,NA,NA,39.8,40.9,5,45,NA,NA,39.8,40.9,5,NA
20/06/2018,Treatment,1,East,8,S,a,Fes,40,NA,NA,43.6,43.5,2,40,NA,NA,43.6,43.5,2,NA
20/06/2018,Treatment,1,East,9,S,a,Rye,70,NA,NA,41,42.1,8,70,NA,NA,41,42.1,8,NA
20/06/2018,Treatment,1,East,10,M,a,Pha,60,NA,NA,31.1,33.5,4,60,NA,NA,31.1,33.5,4,NA
20/06/2018,Treatment,1,East,10,M,b,Rye,55,NA,NA,46.6,36.2,15,55,NA,NA,46.6,36.2,15,NA
20/06/2018,Treatment,1,East,10,M,c,Fes,35,NA,NA,36.7,27.1,3,35,NA,NA,36.7,27.1,3,NA
20/06/2018,Treatment,1,East,11,S,a,Pha,105,NA,NA,36.6,35.2,15,105,NA,NA,36.6,35.2,15,NA
20/06/2018,Treatment,1,East,12,M,a,Fes,40,NA,NA,42.8,37.2,4,40,NA,NA,42.8,37.2,4,NA
20/06/2018,Treatment,1,East,12,M,b,Rye,50,NA,NA,34.8,38.3,7,50,NA,NA,34.8,38.3,7,NA
20/06/2018,Treatment,1,East,12,M,c,Pha,50,NA,NA,24.3,28.4,1,50,NA,NA,24.3,28.4,1,NA
20/06/2018,Treatment,1,East,13,S,a,Pha,30,NA,NA,26.5,28.9,9,30,NA,NA,26.5,28.9,9,NA
20/06/2018,Treatment,1,East,14,S,a,Fes,35,NA,NA,39.9,36.6,9,35,NA,NA,39.9,36.6,9,NA
20/06/2018,Treatment,1,East,15,S,a,Fes,40,NA,NA,28.3,35.4,5,40,NA,NA,28.3,35.4,5,NA
20/06/2018,Treatment,1,East,16,M,a,Fes,45,NA,NA,37,30.7,6,45,NA,NA,37,30.7,6,NA
20/06/2018,Treatment,1,East,16,M,b,Rye,45,NA,NA,34.9,40.4,6,45,NA,NA,34.9,40.4,6,NA
20/06/2018,Treatment,1,East,16,M,c,Pha,35,NA,NA,23.1,28.8,5,35,NA,NA,23.1,28.8,5,NA
20/06/2018,Treatment,1,West,1,S,a,Pha,55,NA,NA,28.45,27.5,6,55,NA,NA,28.45,27.5,6,NA
20/06/2018,Treatment,1,West,2,M,a,Rye,40,NA,NA,39.1,31.1,9,40,NA,NA,39.1,31.1,9,NA
20/06/2018,Treatment,1,West,2,M,b,Pha,50,NA,NA,34.3,24.8,6,50,NA,NA,34.3,24.8,6,NA
20/06/2018,Treatment,1,West,2,M,c,Fes,75,NA,NA,43.5,45.3,15,75,NA,NA,43.5,45.3,15,NA
20/06/2018,Treatment,1,West,3,S,a,Pha,50,NA,NA,30,36.3,4,50,NA,NA,30,36.3,4,NA
20/06/2018,Treatment,1,West,4,S,a,Rye,50,NA,NA,39.9,34,10,50,NA,NA,39.9,34,10,NA
20/06/2018,Treatment,1,West,5,S,a,Pha,50,NA,NA,28.4,25.6,5,50,NA,NA,28.4,25.6,5,NA
20/06/2018,Treatment,1,West,6,S,a,Fes,45,NA,NA,46.1,29.8,7,45,NA,NA,46.1,29.8,7,NA
20/06/2018,Treatment,1,West,7,M,a,Fes,50,NA,NA,43.1,31,8,50,NA,NA,43.1,31,8,NA
20/06/2018,Treatment,1,West,7,M,b,Pha,30,NA,NA,26.8,30.1,6,30,NA,NA,26.8,30.1,6,NA
20/06/2018,Treatment,1,West,7,M,c,Rye,40,NA,NA,39.5,34.1,7,40,NA,NA,39.5,34.1,7,NA
20/06/2018,Treatment,1,West,8,S,a,Rye,60,NA,NA,39,50,35,60,NA,NA,39,50,35,NA
20/06/2018,Treatment,1,West,9,S,a,Rye,65,NA,NA,37.3,38.4,18,65,NA,NA,37.3,38.4,18,NA
20/06/2018,Treatment,1,West,10,S,a,Fes,40,NA,NA,42.3,40.7,14,40,NA,NA,42.3,40.7,14,NA
20/06/2018,Treatment,1,West,11,M,a,Fes,40,NA,NA,35.3,35.3,10,40,NA,NA,35.3,35.3,10,NA
20/06/2018,Treatment,1,West,11,M,b,Rye,40,NA,NA,38.8,36.2,12,40,NA,NA,38.8,36.2,12,NA
20/06/2018,Treatment,1,West,11,M,c,Pha,20,NA,NA,23.1,20.9,4,20,NA,NA,23.1,20.9,4,NA
20/06/2018,Treatment,1,West,12,S,a,Fes,65,NA,NA,34.8,37.5,16,65,NA,NA,34.8,37.5,16,NA
20/06/2018,Treatment,1,West,13,S,a,Rye,50,NA,NA,35.5,39.3,16,50,NA,NA,35.5,39.3,16,NA
20/06/2018,Treatment,1,West,14,M,a,Pha,40,NA,NA,32.7,35.9,11,40,NA,NA,32.7,35.9,11,NA
20/06/2018,Treatment,1,West,14,M,b,Rye,35,NA,NA,33.4,35.1,11,35,NA,NA,33.4,35.1,11,NA
20/06/2018,Treatment,1,West,14,M,c,Fes,40,NA,NA,36.5,38.7,5,40,NA,NA,36.5,38.7,5,NA
20/06/2018,Treatment,1,West,15,S,a,Pha,35,NA,NA,23.3,27.2,8,35,NA,NA,23.3,27.2,8,NA
20/06/2018,Treatment,1,West,16,S,a,Fes,50,NA,NA,30.1,39.1,7,50,NA,NA,30.1,39.1,7,NA
20/06/2018,Treatment,2,East,1,S,a,Rye,55,NA,NA,33.8,38.1,7,55,NA,NA,33.8,38.1,7,NA
20/06/2018,Treatment,2,East,2,S,a,Fes,25,NA,NA,30.9,34.4,2,25,NA,NA,30.9,34.4,2,NA
20/06/2018,Treatment,2,East,3,M,a,Fes,40,NA,NA,41.9,34.9,7,40,NA,NA,41.9,34.9,7,NA
20/06/2018,Treatment,2,East,3,M,b,Rye,70,NA,NA,44.7,45.1,27,70,NA,NA,44.7,45.1,27,NA
20/06/2018,Treatment,2,East,3,M,c,Pha,25,NA,NA,49.8,37.5,5,25,NA,NA,49.8,37.5,5,NA
20/06/2018,Treatment,2,East,4,S,a,Fes,50,NA,NA,43.8,43.9,12,50,NA,NA,43.8,43.9,12,NA
20/06/2018,Treatment,2,East,5,S,a,Fes,40,NA,NA,47.7,35.5,18,40,NA,NA,47.7,35.5,18,NA
20/06/2018,Treatment,2,East,6,S,a,Fes,40,NA,NA,37.4,34.3,8,40,NA,NA,37.4,34.3,8,NA
20/06/2018,Treatment,2,East,7,S,a,Rye,30,NA,NA,31.6,34.4,11,30,NA,NA,31.6,34.4,11,NA
20/06/2018,Treatment,2,East,8,M,a,Pha,55,NA,NA,28.9,36.2,20,55,NA,NA,28.9,36.2,20,NA
20/06/2018,Treatment,2,East,8,M,b,Rye,40,NA,NA,35.1,37.7,12,40,NA,NA,35.1,37.7,12,NA
20/06/2018,Treatment,2,East,8,M,c,Fes,40,NA,NA,42.2,41.1,11,40,NA,NA,42.2,41.1,11,NA
20/06/2018,Treatment,2,East,9,M,a,Fes,30,NA,NA,39.6,38.7,8,30,NA,NA,39.6,38.7,8,NA
20/06/2018,Treatment,2,East,9,M,b,Rye,40,NA,NA,30.2,35,8,40,NA,NA,30.2,35,8,NA
20/06/2018,Treatment,2,East,9,M,c,Pha,40,NA,NA,32.5,29.6,9,40,NA,NA,32.5,29.6,9,NA
20/06/2018,Treatment,2,East,10,S,a,Rye,50,NA,NA,46.4,31,19,50,NA,NA,46.4,31,19,NA
20/06/2018,Treatment,2,East,11,S,a,Pha,75,NA,NA,33.7,28.4,9,75,NA,NA,33.7,28.4,9,NA
20/06/2018,Treatment,2,East,12,S,a,Pha,20,NA,NA,29.1,23.8,1,20,NA,NA,29.1,23.8,1,NA
20/06/2018,Treatment,2,East,13,S,a,Rye,60,NA,NA,42.9,41.2,43,60,NA,NA,42.9,41.2,43,NA
20/06/2018,Treatment,2,East,14,M,a,Pha,20,NA,NA,31.2,TS,1,20,NA,NA,31.2,NA,1,NA
20/06/2018,Treatment,2,East,14,M,b,Rye,50,NA,NA,32.5,39.2,16,50,NA,NA,32.5,39.2,16,NA
20/06/2018,Treatment,2,East,14,M,c,Fes,30,NA,NA,33.1,32.4,6,30,NA,NA,33.1,32.4,6,NA
20/06/2018,Treatment,2,East,15,S,a,Rye,25,NA,NA,32.5,36.4,8,25,NA,NA,32.5,36.4,8,NA
20/06/2018,Treatment,2,East,16,S,a,Pha,40,NA,NA,29.1,23,6,40,NA,NA,29.1,23,6,NA
20/06/2018,Treatment,2,West,1,S,a,Pha,40,NA,NA,48.8,46.6,22,40,NA,NA,48.8,46.6,22,NA
20/06/2018,Treatment,2,West,2,S,a,Fes,dead,dead,dead,dead,dead,dead,NA,NA,NA,NA,NA,NA,NA
20/06/2018,Treatment,2,West,3,S,a,Fes,40,NA,NA,40.5,45.5,7,40,NA,NA,40.5,45.5,7,NA
20/06/2018,Treatment,2,West,4,M,a,Pha,35,NA,NA,26,24.6,10,35,NA,NA,26,24.6,10,NA
20/06/2018,Treatment,2,West,4,M,b,Rye,40,NA,NA,40.7,33.8,9,40,NA,NA,40.7,33.8,9,NA
20/06/2018,Treatment,2,West,4,M,c,Fes,50,NA,NA,39.7,32,11,50,NA,NA,39.7,32,11,NA
20/06/2018,Treatment,2,West,5,S,a,Fes,40,NA,NA,36.4,30.3,10,40,NA,NA,36.4,30.3,10,NA
20/06/2018,Treatment,2,West,6,M,a,Fes,40,NA,NA,33.1,34.5,8,40,NA,NA,33.1,34.5,8,NA
20/06/2018,Treatment,2,West,6,M,b,Rye,70,NA,NA,38.4,41.6,13,70,NA,NA,38.4,41.6,13,NA
20/06/2018,Treatment,2,West,6,M,c,Pha,45,NA,NA,30,28.5,5,45,NA,NA,30,28.5,5,NA
20/06/2018,Treatment,2,West,7,S,a,Pha,70,NA,NA,29.3,28.3,10,70,NA,NA,29.3,28.3,10,NA
20/06/2018,Treatment,2,West,8,S,a,Fes,50,NA,NA,32.2,39.2,5,50,NA,NA,32.2,39.2,5,NA
20/06/2018,Treatment,2,West,9,S,a,Rye,40,NA,NA,46.4,44.8,16,40,NA,NA,46.4,44.8,16,NA
20/06/2018,Treatment,2,West,10,S,a,Rye,50,NA,NA,41.4,52.1,36,50,NA,NA,41.4,52.1,36,NA
20/06/2018,Treatment,2,West,11,M,a,Fes,35,NA,NA,34.1,33.8,3,35,NA,NA,34.1,33.8,3,NA
20/06/2018,Treatment,2,West,11,M,b,Pha,25,NA,NA,22.9,20.7,4,25,NA,NA,22.9,20.7,4,NA
20/06/2018,Treatment,2,West,11,M,c,Rye,40,NA,NA,40.7,43.1,10,40,NA,NA,40.7,43.1,10,NA
20/06/2018,Treatment,2,West,12,S,a,Rye,65,NA,NA,45.4,42.2,41,65,NA,NA,45.4,42.2,41,NA
20/06/2018,Treatment,2,West,13,S,a,Pha,70,NA,NA,29,27.9,26,70,NA,NA,29,27.9,26,NA
20/06/2018,Treatment,2,West,14,S,a,Pha,50,NA,NA,24.5,24.2,7,50,NA,NA,24.5,24.2,7,NA
20/06/2018,Treatment,2,West,15,S,a,Rye,55,NA,NA,42.9,44,10,55,NA,NA,42.9,44,10,NA
20/06/2018,Treatment,2,West,16,M,a,Rye,50,NA,NA,37.4,47.4,12,50,NA,NA,37.4,47.4,12,NA
20/06/2018,Treatment,2,West,16,M,b,Fes,40,NA,NA,27.3,24.9,5,40,NA,NA,27.3,24.9,5,NA
20/06/2018,Treatment,2,West,16,M,c,Pha,55,NA,NA,38.9,35.9,13,55,NA,NA,38.9,35.9,13,NA
20/06/2018,Treatment,3,East,1,S,a,Pha,50,NA,NA,30.8,36.7,8,50,NA,NA,30.8,36.7,8,NA
20/06/2018,Treatment,3,East,2,S,a,Pha,60,NA,NA,32.3,37.7,6,60,NA,NA,32.3,37.7,6,NA
20/06/2018,Treatment,3,East,3,M,a,Fes,50,NA,NA,35.1,28.9,13,50,NA,NA,35.1,28.9,13,NA
20/06/2018,Treatment,3,East,3,M,b,Rye,55,NA,NA,39.7,36.7,23,55,NA,NA,39.7,36.7,23,NA
20/06/2018,Treatment,3,East,3,M,c,Pha,30,NA,NA,24.2,25.6,9,30,NA,NA,24.2,25.6,9,NA
20/06/2018,Treatment,3,East,4,S,a,Rye,45,NA,NA,35.3,37.6,10,45,NA,NA,35.3,37.6,10,NA
20/06/2018,Treatment,3,East,5,M,a,Fes,40,NA,NA,39.3,36.6,8,40,NA,NA,39.3,36.6,8,NA
20/06/2018,Treatment,3,East,5,M,b,Rye,40,NA,NA,40.5,35,11,40,NA,NA,40.5,35,11,NA
20/06/2018,Treatment,3,East,5,M,c,Pha,50,NA,NA,38.8,35.3,12,50,NA,NA,38.8,35.3,12,NA
20/06/2018,Treatment,3,East,6,S,a,Fes,35,NA,NA,38.8,34.1,9,35,NA,NA,38.8,34.1,9,NA
20/06/2018,Treatment,3,East,7,M,a,Fes,75,NA,NA,43.9,38.9,10,75,NA,NA,43.9,38.9,10,NA
20/06/2018,Treatment,3,East,7,M,b,Rye,45,NA,NA,41.2,40.7,9,45,NA,NA,41.2,40.7,9,NA
20/06/2018,Treatment,3,East,7,M,c,Pha,25,NA,NA,35.9,35.4,8,25,NA,NA,35.9,35.4,8,NA
20/06/2018,Treatment,3,East,8,S,a,Rye,30,NA,NA,37.5,29.8,18,30,NA,NA,37.5,29.8,18,NA
20/06/2018,Treatment,3,East,9,M,a,Fes,30,NA,NA,37.3,32.6,6,30,NA,NA,37.3,32.6,6,NA
20/06/2018,Treatment,3,East,9,M,b,Rye,40,NA,NA,33.1,25.1,5,40,NA,NA,33.1,25.1,5,NA
20/06/2018,Treatment,3,East,9,M,c,Pha,30,NA,NA,25,27,6,30,NA,NA,25,27,6,NA
20/06/2018,Treatment,3,East,10,S,a,Fes,55,NA,NA,45.2,41.6,5,55,NA,NA,45.2,41.6,5,NA
